Day,station,day,speed,direction,gust,avgvect,gustvect
48,CCCS,341,0.804672,354,3.978656,"(0.8, -0.084)","(3.957, -0.416)"
49,CCCS,342,1.296416,56,5.409184,"(0.725, 1.075)","(3.025, 4.484)"
50,CCCS,343,0.715264,120,4.291583999999999,"(-0.358, 0.619)","(-2.146, 3.717)"
51,CCCS,344,0.89408,246,6.213856,"(-0.364, -0.817)","(-2.527, -5.677)"
52,CCCS,345,0.89408,12,4.291583999999999,"(0.875, 0.186)","(4.198, 0.892)"
53,CCCS,346,0.804672,57,5.9009279999999995,"(0.438, 0.675)","(3.214, 4.949)"
54,CCCS,347,1.296416,93,5.990336,"(-0.068, 1.295)","(-0.314, 5.982)"
55,CCCS,348,1.296416,136,7.1079360000000005,"(-0.933, 0.901)","(-5.113, 4.938)"
56,CCCS,349,2.8163519999999997,251,11.310112,"(-0.917, -2.663)","(-3.682, -10.694)"
57,CCCS,350,2.592832,247,11.086592,"(-1.013, -2.387)","(-4.332, -10.205)"
58,CCCS,351,2.2799039999999997,256,9.209024000000001,"(-0.552, -2.212)","(-2.228, -8.935)"
59,CCCS,352,2.101088,270,8.49376,"(-0.0, -2.101)","(-0.0, -8.494)"
60,CCCS,353,0.491744,68,3.3975039999999996,"(0.184, 0.456)","(1.273, 3.15)"
61,CCCS,354,0.581152,45,3.889248,"(0.411, 0.411)","(2.75, 2.75)"
62,CCCS,355,0.581152,72,4.91744,"(0.18, 0.553)","(1.52, 4.677)"
63,CCCS,356,2.01168,269,12.51712,"(-0.035, -2.011)","(-0.218, -12.515)"
64,CCCS,357,5.185664,268,14.30528,"(-0.181, -5.183)","(-0.499, -14.297)"
65,CCCS,358,4.202176,259,10.818368,"(-0.802, -4.125)","(-2.064, -10.62)"
66,CCCS,359,2.90576,257,8.091424,"(-0.654, -2.831)","(-1.82, -7.884)"
67,CCCS,360,0.983488,192,5.006848,"(-0.962, -0.204)","(-4.897, -1.041)"
68,CCCS,361,1.1176,211,5.81152,"(-0.958, -0.576)","(-4.981, -2.993)"
69,CCCS,362,2.414016,193,8.896096,"(-2.352, -0.543)","(-8.668, -2.001)"
70,CCCS,363,3.308096,196,9.61136,"(-3.18, -0.912)","(-9.239, -2.649)"
71,CCCS,364,1.609344,191,7.018528,"(-1.58, -0.307)","(-6.89, -1.339)"
72,CCCS,365,1.296416,251,4.380992,"(-0.422, -1.226)","(-1.426, -4.142)"
