WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (-86.1149256056567 39.9101111758753)",IN000461,Meridian Hills Police Dept,8455 Keystone Xing # 213,Indianapolis,46240-4356, , ,1442, ,{D0ED23FA-AC79-4E61-BB6A-BED3DD53D05C},-86.1149256056567,39.9101111758753
"POINT (-86.0272150332936 39.9147317390277)",IN000464,Tactical Training Assoc,8709 Castle Park Dr,Indianapolis,46256-1272, , ,1442, ,{8A0DE7F2-56AA-4F2A-B87A-7D8620BCD007},-86.0272150332936,39.9147317390277
"POINT (-86.0092351436176 39.781160993675)",IN000469,Indianapolis Police Training,901 N Post Rd,Indianapolis,46219-5545, , ,1442, ,{0344B2C9-42F3-4B73-ABC4-A718F01EF113},-86.0092351436176,39.781160993675
"POINT (-85.3861364768533 40.2028294476153)",IN000471,Muncie Police Dept-Cop Shop,904 N Walnut St,Muncie,47305-1459, , ,1442, ,{44B4BDA0-A221-4762-BF5A-5EBBA12D89B3},-85.3861364768533,40.2028294476153
"POINT (-86.3120573984594 39.8120906150424)",IN000472,Clermont Police Dept,9051 Crawfordsville Rd,Clermont,46234-1517, , ,1442, ,{79456B61-F089-40AA-A560-C037FDE002CB},-86.3120573984594,39.8120906150424
"POINT (-86.5036896222403 39.7593402120148)",IN000475,Hendricks County Sheriff's Ofc,925 E Main St,Danville,46122-1945, , ,1442, ,{8B954492-4BAB-4337-B111-21C009ADD1A8},-86.5036896222403,39.7593402120148
"POINT (-86.1775062058463 39.8501009080332)",IN000476,Rocky Ripple Town Police Admin,930 W 54th St,Indianapolis,46208-2489, , ,1442, ,{5F0E23E7-B51E-4BFC-A08F-B37F1FB34C66},-86.1775062058463,39.8501009080332
"POINT (-85.5162062317752 40.1662294180139)",IN000479,Yorktown Police Dept,9730 W Smith St,Yorktown,47396-1199, , ,1442, ,{241BBA80-1D23-4CF0-A699-4EDA58CD34C8},-85.5162062317752,40.1662294180139
"POINT (-85.5170162313908 40.1659094185519)",IN000480,Yorktown Police Dept,9800 W Smith St,Yorktown,47396-1101, , ,1442, ,{F89E0D19-47FE-4F8B-969B-00B8C46EC5D9},-85.5170162313908,40.1659094185519
"POINT (-86.0460053112827 39.837021261064)",IN000491,Lawrence Police Animal Control,Lawrence St,Lawrence,46226-0000, , ,1442, ,{F0447F87-261E-4AA8-A26C-73EC252C6967},-86.0460053112827,39.837021261064
"POINT (-85.129916073953 40.5164692113153)",IN000493,Pennville Police Dept,Pennville City Hall,Pennville,47369-0000, , ,1442, ,{1547DD9C-E8E4-498D-A97D-AD312B067A30},-85.129916073953,40.5164692113153
"POINT (-84.95654575294 41.253999533819)",IN000497,Allen County Sheriff,PO Box 45,Spencerville,46788-0045, , ,1442, ,{2B13210E-C4F0-4D6D-81CC-E42A028CD6D9},-84.95654575294,41.253999533819
"POINT (-86.1300461853143 39.3241479333848)",IN000500,Princes Lake Police Dept,RR 1,Nineveh,46164-9801, , ,1442, ,{5950B93B-9D49-4216-BB9B-7E26A92247DD},-86.1300461853143,39.3241479333848
"POINT (-86.770939080458 37.9507682176967)",CO642847,Tell City Police,707 Mozart St,Tell City,47586-1711, , ,1442, ,{385F205E-46FB-45C6-AA0D-61C4CC944237},-86.770939080458,37.9507682176967
"POINT (-86.7403089746369 37.9118381431119)",CO642846,Cannelton City Police,210 S 8th,Cannelton,47520, , ,1442, ,{D0E02672-0A96-4568-8CA9-485F9352360D},-86.7403089746369,37.9118381431119
"POINT (-86.1871966468621 40.5786387756734)",IN798777,Galveston Police Dept,103 N Sycamore,Galveston,46932-0000, , ,500, ,{0DC2A021-3936-4055-838F-EC9AC62CBB4A},-86.1871966468621,40.5786387756734
"POINT (-86.041616169445 40.2809290643242)",IN798884,Tipton County Sheriff,121 W Madison St,Tipton,46072-1833, , ,1442, ,{1B5488D8-1C28-4D0A-8538-791AA4401425},-86.041616169445,40.2809290643242
"POINT (-87.0458889551915 37.883407647373)",CO651235,Spencer County Sheriff,120 N 2nd St,Rockport,47635-1402, ,812-649-2286,1442, ,{6A1B5465-0449-412C-B386-DFD2C63ACB6A},-87.0458889551915,37.883407647373
"POINT (-87.0459989551443 37.8831476473638)",CO651236,Rockport Police Dept,201 Main St,Rockport,47635, ,812-649-2242,1442, ,{0986F21C-2EF0-4EED-9C5A-A48BC7A22FC5},-87.0459989551443,37.8831476473638
"POINT (-85.7622879709476 38.3292390239377)",CO711146,Clarksville Police Dept,1970 Broadway St,Clarksville,47129-7760, , ,1442,CountyApproved,{F52E6C19-E760-4223-9C04-A5DBA2F286F9},-85.7622879709476,38.3292390239377
"POINT (-85.7368878938659 38.2778089245721)",CO711149,Clark County Sheriff,501 E Court Ave # 159,Jeffersonville,47130-4091, , ,1442,CountyApproved,{8D304FBA-E7BA-4478-AAC4-B79B902F9812},-85.7368878938659,38.2778089245721
"POINT (-85.7575578552612 38.2786989378512)",CO711147,Clarksville Police Dept,230 E Montgomery Ave,Clarksville,47129-3236, , ,1442,CountyApproved,{B7738C38-0FE6-42C1-BFD5-D5875F874F05},-85.7575578552612,38.2786989378512
"POINT (-85.7407178885599 38.2834789373276)",CO711148,Jeffersonville Police Dept,500 QUARTERMASTER CT,Jeffersonville,47130-4029, , ,1442,CountyApproved,{11CF2BF3-ADF5-4B10-81FA-701B9E9F9DE7},-85.7407178885599,38.2834789373276
"POINT (-85.9476185081993 38.4677393488461)",CO711151,BORDEN POLICE DEPT,111 W MAIN ST,BORDEN,47106, , ,1442,CountyApproved,{03E30DD6-9BE0-451E-B028-97789E13A3B5},-85.9476185081993,38.4677393488461
"POINT (-85.6631282384483 38.4425291498339)",CO711150,Charlestown Police Dept,701 Main St,Charlestown,47111-1217, , ,1442,CountyApproved,{53E10EAC-8BAB-4398-94A0-F0C46ACBA50A},-85.6631282384483,38.4425291498339
"POINT (-85.7546581015258 38.3978491381735)",CO711145,Sellersburg Police Dept,101 S NEW ALBANY STREET,Sellersburg,47172-1531, , ,1442,CountyApproved,{85064230-88A7-4975-A3AC-76BDDCEE359C},-85.7546581015258,38.3978491381735
"POINT (-85.6526482554265 38.3368789568308)",CO711152,UTICA POLICE DEPT,107 N 4TH ST,UTICA,47130, , ,1442,CountyApproved,{FC46740A-0117-4D42-AB6B-08BD4CB6E84E},-85.6526482554265,38.3368789568308
"POINT (-84.9573771267901 39.2923092051154)",CO725780,St Leon Police Department,7582 Church Lane,St Leon,47012, ,(812)576-5366,1442,County Approved,{2DA1DCBA-A76D-4922-AD32-3FD817350CA0},-84.9573771267901,39.2923092051154
"POINT (-85.0597587488907 39.019170369058)",CO725774,Dillsboro Police Dept,13030 EXECUTIVE DR,Dillsboro,47018-9303, ,(812)432-3033,1442,County Approved,{F33D5F62-DF8A-4E92-9C11-22ADE37DD952},-85.0597587488907,39.019170369058
"POINT (-84.8509588104636 39.091000676557)",CO725777,Dearborn County Sheriff's Ofc,301 W High St,Lawrenceburg,47025-1911, , ,1442,County Approved,{9F208BF7-3636-40B9-BF72-5025E95DDE1C},-84.8509588104636,39.091000676557
"POINT (-85.0894390377296 39.1127202859784)",CO725781,Moores Hill Police Dept, ,Moores Hill, , , ,1442,County Approved,{68301B76-6348-4382-A9EE-A86D52E12A75},-85.0894390377296,39.1127202859784
"POINT (-84.8636488454838 39.108450626414)",CO725779,Greendale Police Dept,480 Ludlow St,Lawrenceburg,47025-1533, , ,1442,County Approved,{C0E83BF8-7334-4574-89E0-8373126A86F8},-84.8636488454838,39.108450626414
"POINT (-84.8510488185444 39.0947606705005)",CO725778,Lawrenceburg Police Dept,349 Walnut St,Lawrenceburg,47025-1841, , ,1442,County Approved,{2FF58BCF-34EB-4284-89E2-CB4A486B9B29},-84.8510488185444,39.0947606705005
"POINT (-84.8586590852795 39.2140604861123)",CO725782,Dearborn County Sheriff's Office,23759 Brightwood Dr,Lawrenceburg,47025, , ,1442,County Approved,{6564105C-0D2B-456F-916A-48F1042955DF},-84.8586590852795,39.2140604861123
"POINT (-85.0924090443724 39.1122602843357)",CO725775,Dearborn County Sheriff's Ofc,14687 Main St,Moores Hill,47032-9162, , ,1442,County Approved,{44CBA644-2434-4491-83F7-5743E335BAAB},-85.0924090443724,39.1122602843357
"POINT (-84.9003587123555 39.0557506159899)",CO725776,Aurora Police Dept,233 MAIN ST,Aurora,47001-1308, , ,1442,County Approved,{2791E594-3678-41F9-A1FE-7EB06384901F},-84.9003587123555,39.0557506159899
"POINT (-84.8375089524329 39.1534106082287)",CO725783,Hidden Valley Lake Rangers,19325 Schmarr Dr,Lawrenceburg,47025, , ,1442,County Approved,{FDEEB0FD-B025-4533-92C4-0087FDD203BA},-84.8375089524329,39.1534106082287
"POINT (-85.012756870973 39.4179988410178)",CO758470,Franklin County Sheriff,371 Main St,Brookville,47012-1363, ,7656474138,1442,County Approved,{4F06C5A9-50E5-4FDA-B809-40D58E4BB11A},-85.012756870973,39.4179988410178
"POINT (-85.2048083958687 39.3389691906667)",CO758473,Oldenburg Police Dept,Water Street,Oldenburg,47036-0085, , ,1442,County Approved,{DA4C8813-98B3-496E-B466-004ED8C77788},-85.2048083958687,39.3389691906667
"POINT (-85.0127768684054 39.4190488372303)",CO758471,Brookville Police Dept,462 Main St,Brookville,47012-1406, ,7656474178,1442,County Approved,{DD53C5C4-BCB1-496E-B056-410122334A32},-85.0127768684054,39.4190488372303
"POINT (-85.1933371718971 39.5079488902503)",CO758472,Laurel City Police Station,Pearl,Laurel,47024-0000, , ,1442,County Approved,{2C9B7F46-BE72-4B1A-8695-F3973C49983D},-85.1933371718971,39.5079488902503
"POINT (-87.4915399261298 37.9719877589543)",CO785426,Evansville Police East Sector Office,4900 Shamrock Dr Suite 105,Evansville,47715-2219, , ,1442,County Approved,{6BC81904-75F2-4429-A1EB-9767D132244E},-87.4915399261298,37.9719877589543
"POINT (-87.4792698938279 38.065397658352)",CO785427,Vanderburgh County Sheriff,5600 Kansas Rd,Evansville,47725-7600, , ,1442,County Approved,{9885EE0F-8289-4B76-9286-E3304519C07A},-87.4792698938279,38.065397658352
"POINT (-87.56367986485 37.9836978309869)",CO785428,Evansville Police West Sector Office,619 N Main St,Evansville,47711-5421, , ,1442,County Approved,{0B675850-0468-4659-8B89-437C459EE9D8},-87.56367986485,37.9836978309869
"POINT (-87.5421199546894 38.0115277760893)",CO785429,Vanderburgh Sheriff Headquarters,3500 N. Harlan Ave,Evansville,47711, , ,1442,County Approved,{A1673D6C-772F-43DD-96C7-8CDE8842C406},-87.5421199546894,38.0115277760893
"POINT (-87.5381699313614 38.0319577411461)",CO785430,Vanderburgh Sheriff Command Post,5607 North Highway 41,Evansville,47711, , ,1442,County Approved,{96DC79B0-502E-4B11-96C6-3EEF51670423},-87.5381699313614,38.0319577411461
"POINT (-87.5606497735395 37.9566378461733)",CO785425,Evansville Police South Sector Office,315 Taylor Av,Evansville,47713-1309, , ,1442,County Approved,{1B1E775C-1555-4574-B6D9-DFECD69C36A5},-87.5606497735395,37.9566378461733
"POINT (-87.5677898210836 37.9737178424256)",CO785424,Evansville Police Central Office,1 NW Martin Luther King Jr. Blvd,Evansville,47708, , ,1442,County Approved,{E3EBDC5B-6B18-4995-8499-729C3942A71B},-87.5677898210836,37.9737178424256
"POINT (-87.5774498645412 37.9920278412954)",CO785431,Vanderburgh Sheriff Community Correction,1505 North Third Ave.,Evansville,47711, , ,1442,County Approved,{D5DC7669-996E-486C-B638-65FBBE528E50},-87.5774498645412,37.9920278412954
"POINT (-85.5355760680906 40.0539794962454)",CO755573,Middletown Police Dept,653 Locust St,Middletown,47356-1436, , ,1442,COUNTY_APPROVED,{9E2C9A7A-24E1-4D68-8918-7236D3C8756F},-85.5355760680906,40.0539794962454
"POINT (-85.4457260369513 40.0046794794528)",CO755574,SULPHUR SPRINGS POLICE, ,SULPHUR SPRINGS,47388, , ,1442,COUNTY_APPROVED,{5FA6B945-1F32-4A8A-9BA9-B6382BFB34F8},-85.4457260369513,40.0046794794528
"POINT (-85.5767559770805 39.8927797079682)",CO755570,Shirley Police Dept,212 S Main St,Shirley,47384-9687, , ,1442,COUNTY_APPROVED,{DD4B5E33-CBB4-4C40-BD93-EF1892444F23},-85.5767559770805,39.8927797079682
"POINT (-85.4387659976904 39.8384794792302)",CO755569,Spiceland Police Dept,130 E Main St,Spiceland,47385-0000, , ,1442,COUNTY_APPROVED,{1FDDC6F6-F4B1-40D4-88EB-8FF8C753F2F8},-85.4387659976904,39.8384794792302
"POINT (-85.3721561640278 39.9321094457281)",CO755568,Henry County Sheriff,127 N 12th St,New Castle,47362-4524, ,7655295201,1442,COUNTY_APPROVED,{FC834E91-EB95-4DF5-9D0E-0128C8064CCF},-85.3721561640278,39.9321094457281
"POINT (-85.2508365162864 40.0010095632276)",CO755567,Mooreland Police Dept,101 E Charles St,Mooreland,47360-0000, ,7657665056,1442,COUNTY_APPROVED,{15D32BC3-74F4-42B0-80A7-18131D8005DF},-85.2508365162864,40.0010095632276
"POINT (-85.5249458980896 39.7948896829661)",CO755572,Knightstown Police Dept,24 S Washington St,Knightstown,46148-1277, , ,1442,COUNTY_APPROVED,{E67D6330-02D6-4582-8795-61516F364EBC},-85.5249458980896,39.7948896829661
"POINT (-85.3678361727268 39.9313894425174)",CO755566,Detective Investigation,BROAD ST,New Castle,47362-0000, , ,1442,COUNTY_APPROVED,{C376764B-2E82-4A6F-AC17-B8BB6590F2D6},-85.3678361727268,39.9313894425174
"POINT (-85.370916167504 39.9328494458724)",CO755571,New Castle City Police Dept,227 N Main St,New Castle,47362-4241, , ,1442,COUNTY_APPROVED,{DF64B2EC-59BF-440E-9C26-468E79375472},-85.370916167504,39.9328494458724
"POINT (-85.6084184895985 38.9853303504523)",CO704648,Jennings County Sheriff,Corner Of Brown St & Perry St,Vernon,47282-0000, , ,1442,CountyApproved,{D52030DF-E44F-48FD-81AC-7E2E2BFEB29A},-85.6084184895985,38.9853303504523
"POINT (-85.6252484137081 39.006450399709)",CO704647,North Vernon Police Department,101 Madison Ave,North Vernon,47265-0000, , ,1442,CountyApproved,{E0DBC85D-64F8-4953-9626-16C5640CF857},-85.6252484137081,39.006450399709
"POINT (-87.4409409419546 38.8710177695865)",CO791338,Oaktown Police Dept,100 Broadway,Oaktown,47561, , ,1442,County Approved,{AD5A05F8-8D2E-4088-AAA5-92EFF3E00F2F},-87.4409409419546,38.8710177695865
"POINT (-87.5264902903096 38.6757874548461)",CO791335,Knox County Sheriff's Office,135 N 8th St,Vincennes,47591-2917, , ,1442,County Approved,{6F746DC1-A723-454D-9770-95A31B48D4FC},-87.5264902903096,38.6757874548461
"POINT (-87.3071703023632 38.7735676851143)",CO791337,Bicknell Police Dept,119 E 2nd St,Bicknell,47512, , ,1442,County Approved,{4C2A60D0-C983-462B-B182-E9CD56A08184},-87.3071703023632,38.7735676851143
"POINT (-87.5290902942787 38.6777374523146)",CO791336,Vincennes City Police Dept,501 Busseron St,Vincennes,47591-2917, , ,1442,County Approved,{5601D5B4-A2D3-4AC4-AD53-75750A42413B},-87.5290902942787,38.6777374523146
"POINT (-86.7964399764195 38.6696402449935)",CO731256,Martin County Sheriff and Jail,Capital Ave,Shoals,47581-0000, , ,1442,CountyApproved,{31B74419-A1FD-47F8-B33E-C79276449CF5},-86.7964399764195,38.6696402449935
"POINT (-86.7931399639106 38.6658302424887)",CO731257,Shoals Town Marshall,201 Water Street,Shoals,47581-0000, , ,1442,CountyApproved,{A8347DE9-E77F-4D61-8157-7F037D839956},-86.7931399639106,38.6658302424887
"POINT (-86.9158801441806 38.6787401261595)",CO731255,Loogootee Police Dept,401 N John F Kennedy Ave,Loogootee,47553-1220, , ,1442,CountyApproved,{F89C9622-32CB-4854-873A-571B0FC5F01B},-86.9158801441806,38.6787401261595
"POINT (-84.8551082707506 38.9461808723059)",CO702404,Rising Sun Police Dept,300 S Poplar St,Rising Sun,47040-1257, , ,2000,County Approved,{E7949B23-06A8-41B6-ADA8-AD7E3A0027FD},-84.8551082707506,38.9461808723059
"POINT (-84.8565882947353 38.9500008620168)",CO702403,Ohio County Sheriff,123 S Mulberry St,Rising Sun,47040-1117, , ,2000,County Approved,{6201103D-034F-4613-9D81-259EB189E575},-84.8565882947353,38.9500008620168
"POINT (-87.2252098186875 39.7623180683646)",CO760106,Crime Victims Advocate,217 E Ohio St,Rockville,47872-1830, , ,1442,CountyApproved,{C5147602-341E-4E1F-93CC-34906FAF33C5},-87.2252098186875,39.7623180683646
"POINT (-87.2283398263122 39.7620080643902)",CO760107,Parke County Sheriff's Dept,458 W Strawberry Rd,Rockville,47872, , ,1442,CountyApproved,{F311B9D8-5AA9-47CE-81FF-9157832D32F1},-87.2283398263122,39.7620080643902
"POINT (-87.2271398556576 39.7589580724707)",CO760105,Rockville Police Dept,416 S Jefferson St,Rockville,47872-1748, , ,1442,CountyApproved,{3B52F514-A03A-4E57-9D80-36B1D1BBDA28},-87.2271398556576,39.7589580724707
"POINT (-87.3700598214368 39.792637783266)",CO760108,Montezuma Police Department,272 E Crawford St,Montezuma,47862, , ,1442,CountyApproved,{5B590534-2717-466D-A515-D64F4145D10D},-87.3700598214368,39.792637783266
"POINT (-87.2832911341701 39.6239782319643)",CO760109,Rosedale Police Dept,130 N Main St,Rosedale,47874, , ,1442,CountyApproved,{0AC401C4-9EFC-41BB-905F-0BFA42218A31},-87.2832911341701,39.6239782319643
"POINT (-84.9395677370099 40.0484088175323)",CO723396,Lynn Police Dept,101 S Main,Lynn,47355-0000, , ,1442,County Approved,{1B1C68C3-A0E0-4724-90AB-39F81EC88EA6},-84.9395677370099,40.0484088175323
"POINT (-85.1274372595387 40.1879493688077)",CO723397,Farmland Police Dept,106 E Henry St,Farmland,47340-0000, , ,1442,County Approved,{85179F61-7246-428D-8714-DD743B17FDFF},-85.1274372595387,40.1879493688077
"POINT (-84.9804878159247 40.1707091568806)",CO723399,Randolph County Sheriff's Ofc,115 E South St,Winchester,47394-2133, , ,1442,County Approved,{D496F2D4-3AF4-4A5C-A586-218E1FD697FD},-84.9804878159247,40.1707091568806
"POINT (-85.2045568939069 40.1882894511449)",CO723400,Parker City Police Dept,147 W Washington St,Parker City,47368-0000, , ,1442,County Approved,{04F5EBD0-11F2-495B-8A89-AE8A52E4113E},-85.2045568939069,40.1882894511449
"POINT (-84.8083973865942 40.1985589005758)",CO723401,Indiana Police Dept,309 W Pearl St,Union City,47390-1445, , ,1442,County Approved,{CF55C826-2891-4F02-8572-4372845EE9C3},-84.8083973865942,40.1985589005758
"POINT (-85.0293874996845 40.2883993635024)",CO723402,Ridgeville Police Dept,City Bldg,Ridgeville,47380-0000, , ,1442,County Approved,{AE60716B-3027-43CD-92F2-E61587ABC175},-85.0293874996845,40.2883993635024
"POINT (-84.9816178186709 40.1726991635068)",CO723398,Winchester Police Dept,113 E Washington St,Winchester,47394-1801, , ,1442,County Approved,{35FEE717-79A1-4B48-9221-EDBFFA84FEAE},-84.9816178186709,40.1726991635068
"POINT (-84.9283267284618 39.6353082726154)",CO790351,Liberty City Police Station,1 S Fairground St,Liberty,47353-1447, , ,1442, ,{B448D17D-2C06-4F67-913B-BD26DE541375},-84.9283267284618,39.6353082726154
"POINT (-84.9274967293658 39.6354282727442)",CO790352,Union County Sheriff Dept,106 E Union St,Liberty,47353-1438, , ,1442, ,{DE1FB4A3-D815-4E58-A74E-54585B6F7353},-84.9274967293658,39.6354282727442
"POINT (-87.4089893811932 39.853947618882)",CO790749,Vermillion County Sheriff,1888 State Road 63,Newport,47966-0000, , ,1442,CountyApproved,{D6ECE12A-E486-4610-9294-6CB07FF2DF0D},-87.4089893811932,39.853947618882
"POINT (-87.4706688846366 39.9388073942201)",CO790751,Cayuga Town Marshall,E Curtis St,Cayuga,47928-0000, , ,1442,CountyApproved,{5770BA47-5F66-423C-B5AB-DC6671BCC4C5},-87.4706688846366,39.9388073942201
"POINT (-87.4377080496279 40.0566373839356)",CO790754,Perrysville Town Marshall,496 W Walnut,"Perrysville
", , , ,1442,CountyApproved,{AD1BAF5D-6994-4ED8-9829-D9A40D245D2C},-87.4377080496279,40.0566373839356
"POINT (-87.4933300231639 39.803747571238)",CO790753,Dana Town Marshall,106 E Dogwood,Dana,47847, , ,1442,CountyApproved,{97211FF6-E349-45D2-B1AF-792B208F7408},-87.4933300231639,39.803747571238
"POINT (-87.4049408081707 39.6810379103174)",CO790752,Fairview Town Marshall,383 S Jackson St,Clinton,47842, , ,1442,CountyApproved,{FAD9D9E6-6D1E-4622-990E-C629318BD6F1},-87.4049408081707,39.6810379103174
"POINT (-87.3994609591772 39.6606979525807)",CO790750,Clinton Police Dept,259 Vine St,Clinton,47842-2160, , ,1442,CountyApproved,{1A49FE56-4855-4F01-8AA4-069FAC60A3DF},-87.3994609591772,39.6606979525807
"POINT (-85.840248601188 38.7955698926099)",IN798759,Crothersville Police Dept,101 W Howard St,Crothersville,47229-1523, , ,154.72,COUNTY_APPROVED,{3877D30B-53DC-40D4-B87F-1556D059B851},-85.840248601188,38.7955698926099
"POINT (-86.0362691013052 38.8744800808899)",IN798760,Jackson County Sheriff,150 E State Road 250,Brownstown,47220-2000, , ,1442,COUNTY_APPROVED,{7E5A0B9B-AFF0-4158-BAF8-6378F5C19EB7},-86.0362691013052,38.8744800808899
"POINT (-86.0434091298333 38.8793900904744)",IN798761,Brownstown Police Dept,200 W Walnut St,Brownstown,47220-1445, , ,1442,COUNTY_APPROVED,{11F41D89-B711-4667-B377-AC04979B6AED},-86.0434091298333,38.8793900904744
"POINT (-85.8910885688794 38.9600902747246)",IN798762,Seymour Police Dept,220 N Chestnut St,Seymour,47274-2104, , ,1604.84,COUNTY_APPROVED,{A899EFAC-05A7-4F1F-A0CF-CF17C6D4C429},-85.8910885688794,38.9600902747246
"POINT (-86.1699995066486 38.8256100602764)",IN798763,Medora Town Marshall,27 N Perry,Medora,47260-0000, , ,1442,COUNTY_APPROVED,{7DB3D78A-D910-4951-908B-DA01380069F7},-86.1699995066486,38.8256100602764
"POINT (-85.8397483557237 38.9612002967059)",IN798764,Seymour Police Dept Sub Stn,357 Tanger Blvd,Seymour,47274-4401, , ,1442,COUNTY_APPROVED,{657244A0-204F-489F-93FF-7E2AA5A43E6A},-85.8397483557237,38.9612002967059
"POINT (-85.8414683721889 38.9548502812119)",IN798765,Indiana State Excise Police,651 S Frontage Rd,Seymour,47274-0000, , ,1442,COUNTY_APPROVED,{315740E8-8DC7-4825-801C-EE68A6E025DC},-85.8414683721889,38.9548502812119
"POINT (-85.8787785193471 38.9586602767142)",IN798766,Indiana State Police Post Dist 43,721 E Tipton St,Seymour,47274-3521, , ,499.58,COUNTY_APPROVED,{5E8E2430-A678-4CEC-9050-E58A6A181DD1},-85.8787785193471,38.9586602767142
"POINT (-86.3668369213934 40.7552486721159)",IN798778,Cass County Sheriff's Office,100 Court Park,Logansport,46947-0000, , ,25000, ,{75A522EB-7D19-4691-A310-69B4B95B096B},-86.3668369213934,40.7552486721159
"POINT (-86.362536911173 40.7542286815264)",IN798779,Logansport Police Chief,601 E Broadway,Logansport,46947-3156, , ,15000, ,{E289738C-136D-4F5F-882B-56F2EF5CA9CA},-86.362536911173,40.7542286815264
"POINT (-86.4988173131863 40.8649184862189)",IN798781,Royal Center Police,104 E North Street,Royal Center,46978, , ,1000, ,{31EA5B83-2FA8-4915-9104-F3676DC21934},-86.4988173131863,40.8649184862189
"POINT (-87.1601972244847 40.1067077499266)",IN798789,Hillsboro Town Marshall,100 W Main St,Hillsboro,47949-8111, , ,1442, ,{972E9C42-675E-4AB4-8E3F-CCFCB127B06D},-87.1601972244847,40.1067077499266
"POINT (-87.4005076161403 40.1466675022984)",IN798790,Covington Police Dept,1329 2nd St,Covington,47932-1009, , ,1442, ,{936DD64D-F81A-468E-9DD5-53BC3E171928},-87.4005076161403,40.1466675022984
"POINT (-87.2469769747037 40.2925977825692)",IN798791,Attica Police Dept,200 S Mcdonald St,Attica,47918-1410, , ,1442, ,{934118F6-EB24-443E-9947-8E57B3EA4CD7},-87.2469769747037,40.2925977825692
"POINT (-87.3978276436877 40.135217496755)",IN798792,Fountain County Sheriff,216 Union St,Covington,47932-1248, , ,1442, ,{F042C5C4-D077-42B1-B77D-AD964734D420},-87.3978276436877,40.135217496755
"POINT (-87.262647240788 40.111747641751)",IN798793,Veedersburg PD,100 S Main St,Veedersburg,47987, , ,1803, ,{A59EA039-1869-4227-9984-D5428F072890},-87.262647240788,40.111747641751
"POINT (-87.2790978600844 39.9676475952019)",IN798794,Kingman Town Marshall,Kingman Town Hall,Kingman,47952, , ,1803, ,{0C640F81-7FB7-4F58-AB2E-0F90AE63378C},-87.2790978600844,39.9676475952019
"POINT (-85.5046662354762 40.6254291673088)",IN798796,Van Buren Police Dept,205 N 1st St,Van Buren,46991-0000, , ,200, ,{BB7AB841-A61D-484F-8BAB-8523A15DAE6B},-85.5046662354762,40.6254291673088
"POINT (-85.6126063699272 40.4877491627302)",IN798797,Gas City Police Dept,211 E Main St,Gas City,46933-1457, , ,1000, ,{966AADEE-A03B-423E-80C1-BE4589E1423F},-85.6126063699272,40.4877491627302
"POINT (-85.6597263537625 40.5594591184136)",IN798798,Swayzee Police Dept,213 S Washington,Swayzee,46986-0000, , ,750, ,{BCD928FA-5815-4F1A-83FF-787FE57F2D41},-85.6597263537625,40.5594591184136
"POINT (-85.6581663535769 40.5577691193975)",IN798799,Grant County Sheriff,214 E 4th St,Marion,46952-4026, , ,50000, ,{7C385AA5-F0E2-41F4-8D14-3CAAAEF33EDF},-85.6581663535769,40.5577691193975
"POINT (-85.6525963509845 40.4154891804392)",IN798800,Fairmount Police Dept,214 W Washington St,Fairmount,46928-1968, , ,1442, ,{64C20E8A-4846-479E-A6B1-306893EAFFE0},-85.6525963509845,40.4154891804392
"POINT (-85.6568963536203 40.5585091198406)",IN798801,Marion Police Traffic Div,301 S Branson St,Marion,46952-4052, , ,1442, ,{FA00328F-7C2E-441D-BBEB-94B408AB7208},-85.6568963536203,40.5585091198406
"POINT (-85.6276263700014 40.4821991624629)",IN798802,Jonesboro Police Dept,414 S Main St,Jonesboro,46938-1115, , ,1442, ,{C30B04B1-02B3-4381-A112-F07611F5C26C},-85.6276263700014,40.4821991624629
"POINT (-85.4942963540946 40.4745291968535)",IN798803,Upland Police Dept,87 N Main St,Upland,46989-0458, , ,360, ,{AAE79741-AF4B-4B72-AE7C-BDE76D7E87A5},-85.4942963540946,40.4745291968535
"POINT (-85.3730962609806 40.9620293176614)",IN798805,Roanoke Police Dept,126 N Main St,Roanoke,46783-1000, , ,1442, ,{5478E186-8804-4C9E-8A68-D4B17F1512BF},-85.3730962609806,40.9620293176614
"POINT (-85.3387957362788 40.8261293512823)",IN798806,Markle Police Dept,155 W Sparks St,Markle,46770-0000, , ,1442, ,{32D302C9-07DF-4F80-A102-8791675AEEBE},-85.3387957362788,40.8261293512823
"POINT (-85.4958663601667 40.8808691677129)",IN798807,Huntington Police Dept,300 Cherry St,Huntington,46750-2677, , ,1442, ,{97A765CA-8328-489B-94A8-7EA06B5FFF45},-85.4958663601667,40.8808691677129
"POINT (-85.4908663450128 40.8801991734812)",IN798808,Huntington County Sheriff Dept,332 E State St,Huntington,46750-2850, , ,1442, ,{29F1C666-87B7-48AE-9C20-60E787BE972B},-85.4908663450128,40.8801991734812
"POINT (-85.6017063959803 40.8589690616975)",IN798809,Andrews Town Marshall,66 N Main St,Andrews,46702-0000, , ,1442, ,{AE10D99D-047B-4E8A-B771-C9DBC3BA4885},-85.6017063959803,40.8589690616975
